"doc_id","file_name","sentence","date"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","Whether the eldest Son of the Pretender has been brought up in theReligion of the Church of England, as the Emissaries of Francetake all Opportunities of saying he has, in order to strengthen his Party, or whether he really professes the Roman Catholick Religion, as every Body is well assur'd he does, it is very certain, that France, Spain, and the Emperor did, in the Month of November last, enter into a secret Convention, in order to procure the Crown of England for the Son of the Chevalier de St. George;","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","and that it was therein stipulated, that France should supply him with a Body of , Men which should be supported by Twenty Men of War, in order to attempt an Invasion, under Pretence that he was call'd to that Crown by the English Nation: That as soon as the Troops were landed in England, the Courts of France and Spain would spread a Manifesto in that Country, in order to justify this Step, wherein, in order to satisfy the English upon the Point of Religion, they set forth, that the Person they proposed to them, was a Descendant from the House of Steuart, had been educated in the Religion of their Country, and who had the better Title to the British Crown, as he was Nephew of Queen Mary (Consort of King William) and Queen Anne, Daughters of the King James II, his Grandfather.","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","It was further agreed between the Two Crowns, that for Ten Years to come, in Case of Necessity, France on her Side shall maintain , of her Troops in GreatBritain, and Spain ,, in order to protect and establish the new King in his Government, and prevent Factions from causing Insurrections within the Kingdom, and to defend it from any Surprize from without.","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","Asit was proper to acquire the Esteem of the English Nation, Orders were sent to the Commanderof the Brest Squadron that to interrupt their Trade and Navigation, but to receive them aboard as Friends and Allies.","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","He was likewise forbidden to attack the English Fleet, and to remain upon the defensive in Case of being attacked.","1744_08_20"
"78","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_08_20_row_78.txt","By this Convention France and the Emperor lay themselves under certain Obligation to Spain, in respect tothe Austrian Low Countries.","1744_08_20"
"79","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_09_10_row_79.txt","April .","1744_09_10"
"79","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_09_10_row_79.txt","There are private Letters in Town from Naples, which say, that a Rebellion is actually broke out in that Kingdom;","1744_09_10"
"79","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_09_10_row_79.txt","that two Princes were at the Head of it, who had rais'd  Men, and declar'd for the Queen of Hungary;","1744_09_10"
"79","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_09_10_row_79.txt","That these Troops encreasing daily, had thrown the Court into the utmost Consternation, and that a Revolution was expected","1744_09_10"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","THE Throne of France has even been shaken by the Thunder Clap which still rumbles over the Head of the Marquis De La Chetardie.","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","The Consternation is actually so great at the French Court upon what has happen'd in Russia, and so little can it bear to have its Transactions therein scrutinized into;","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","that those who but discourse upon this Subject have Occasion to make Use or great Circumspection, for Fear of being directly dragged to the Bastille, which was the Face of Two Persons of Distinction the last Week.","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","This Affair has taken a Turn the more perplexing to the Court of France and his most Christian Majesty cannot justify La Chetardie, without openly breaking with the Court of Russia, or sacrificing the principal Members of his Council, nor can he prosecute him without disavowing and treating with Resentment every thing that Cardinal Tencin and his favourite Ministers had contriv'd against Russia.","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","At first this Affair was laughed at, and made a Joke at Versailles and Paris;","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","but Cardinal Tencin and the Count De St. Fierentin having received private Advice, and such as were very disagreeable from Moscow, upon what had happened there subsequent to the Banishment of La Chetardie, there was no longer Room to be merry upon it.","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","These Advices say, among other things, that immediately after the Order of the Empress had been signified to La Chetardie, his Pockets were searched, and he was treated like the lowest Criminal;","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","that his Cloaths and every Thing that belonged to him had been seized upon;","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","that indeed some Part of his Effects was restored to him, with a promise that his Papers and every Thing that he left behind should be punctually sent after him into France;","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","but that there had been found amongst his Papers several Letters from Cardinal Tencin, M.","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","Amelot, and several of the French Ministry, all sending to forward the Conspiracy against the Russian Government, and to occasion an Insurrection in that Empire;","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","besides there were found a great Number of scurrilous and indecent Pieces, at which the Senate was so enrag'd, as well as at what had been generally discovered, that it intirely took upon itself the Cognizance of this Affair, and several moved to have La Chetardie arrested upon the Frontiers.","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","Though it has been very much the great Talent of France, to extricate herself by her subtle Address out of Difficulties, yet it now seems as if she was thoroughly embarrassed to get clear of these shameful Transactions.","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","In order to complete the Misfortunes of this intriguing Court, and its ill Luck would have it, the King of Prussia, some of his Ministers, and particularly the Envoy of Prussia at Moscow, are frequently mentioned in La Chetardie's Papers, at which this Prince is very much piqued, and disgusted to such a Degree, as to have wrote a very serious Letter thereupon to Lewis the XVth.","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","People are seldom displeased or asham'd to have a Share in successful and lucrative Projects, tho' founded upon ever so unjust Principles;","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","but if they miscarry, it is highly criminal ever to say they know any Thing of the Matter.","1744_12_17"
"80","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1744_12_17_row_80.txt","In short, this whole Affair in such Manner perplexes the Court of France and the Cardinal, that not knowing what else to do, they have ordered the Lieutenant de Police to impose Silence upon Babblers, by sending them to Prison without Distinction.","1744_12_17"
"81","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1745_02_04_row_81.txt","Notwithstanding the different Accuonts of the Action at [ ], and for the Success of which, or rather for the Escape of Don Carlos, Te Deum was sung at Madrid, the Austrians appear to have had the Advantage, since the combined Army has been obliged to decamp for want of Cavalry and Provisions, or to hinder an Insurrection in Naples, in Favour of the Queen of Hungary, to which the Populace might be excited on the Approach of the British Fleet.","1745_02_04"
"81","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1745_02_04_row_81.txt","In Piedmont the Spaniards treat the Peasants with the utmost Cruelty, while the Siege of [ ] is carried on with Vigour, and is batter'd with Mortars call'd Cominges, carrying Bombs of  lb.","1745_02_04"
"81","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1745_02_04_row_81.txt","Weight Milan, Sept.","1745_02_04"
"81","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1745_02_04_row_81.txt"," N.S.","1745_02_04"
"81","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1745_02_04_row_81.txt","The Republick of Genoa had raised an Army of , Men, the greatest Part of which are lodged in the Churches, for want of Barracks, and are to be commanded by a Spanish Spanish General, Don Luke Spinola, Vice Roy of Arragon, who, with  or , Men is to besiege [ ], according to a Treaty secretly made with Spain, by which Don Philip is to have Corsica, and take the [ ] of King, in Exchange for the Coast and Country of Nice;","1745_02_04"
"81","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1745_02_04_row_81.txt","which France will guaranty to the Genoese, and for her Recompence is to have the Dutchy of Savoy There has been an obstinate Action at [ ], about  Miles from Coni, between the allies and the Piedmontess;","1745_02_04"
"81","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1745_02_04_row_81.txt","who being defeated, the former set fire to the Place;","1745_02_04"
"81","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1745_02_04_row_81.txt","and it was reported, that on the th of this Month , Spanish Troops, on board  Transports, escorted by six Sail of Men of War, made a Descent out the Island of Sardinia;","1745_02_04"
