document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,doc_id,file_name,date
"Towards the latter End of last Month, the World was surpriz'd with the News of a Marriage being concluded between the Don Carlos, king of the Two Sicilies, and the Princess Royal of Poland, born at Dresden, Sept.",1,['being concluded'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
", O.S.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
.,1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
This Marriage is by some ascribed to a political View;,1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"and that it is to be the Basis of a new Treaty between the Counts of Vienna, Madrid, and Naples;",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"by which the Emperor is is to be powerfully assisted in his War against the Turks: But others ascribe it to Love only, by telling us that the Queen of Spain having sent for the Pictures of Four Princesses, qualified by their Age and Birth to marry the king her Son, caused them to be put up in his Closet, when he was out a Hunting;",1,"['be powerfully assisted', 'be put']",2,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"and that upon his Return, he immediately took Notice of the Four new Pictures put up in this Closet;",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"whereupon of his Ministers, intrusted by the Queen of Spain for that Purpose, asked him, which of those Four young Ladies he thought the handsomest, without telling him who the Originals were?",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"The young Monarch upon this fixed his Eye upon the Picture of the Princes Royal of Poland, and said, were he to take Choice, the Lady whose Picture that was, should be a Wise for him.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"Then says the Minister, if your Majesty pleases to turn to the back Side of the Picture, you'll see whose it is.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"Whereupon he eagerly turn'd the back Side, and upon finding MaryAmelia Princess Royal of Poland wrote upon it, he presently said, she shall be my Queen, and this Instant I'll write my Mind to the King my Father, and Queen my Mother.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"They write from Naples, that upon New Year's Day when the King was receiving the Compliments of the Nobility, he declared his Marriage in these Terms, I inform you that I have chosen for my Consort and Companion, the Princess Royal of Poland, the Electoral Princess of Saxony.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"The Lord immediately expressed their Joy for the Union, and in the Evening there was a general Discharge of the Cannon of the Castles, and the Ships in the Harbour, and Illumination throughout the whole City;",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"the next Day, the King attended by the whole Court, went to the Cathedral Church, where To Deum was sung to Musick, the Streets though which he passed being filled with infinite Crouds of People, who all testified their Joy upon this Occasion with loud Acclamations.",1,['was sung'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"The same Letter add, that some Days before a very extraordinary Phoenomenon had appeared in the Air, over that City.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"The Heavens appeared to be fiery red, and near the Zenith was seen a Globe of Fire, which continued without Motion for the Space of Two Hours, and then on a sudden, burn with a Notice as a Clap of Thunder.",1,['was seen'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"It would seem either that the French are not serious in their Design of assisting the Genoese to reduce the Island of Corsica, or that the Malecontents of that Island are mad;",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"for they seem to be so little afraid of being gain reduced under the Power of the Genoese, that having lately taken a Felucca with  Men on board, belonging to the Genoese, they hung them all up in Sight of the Garrison of Bastia, in Revenge for the Genoese having lately hang'd some of their Men.",1,['gain reduced'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
The brave Corsicans continue to receive frequent Assistant from their King.,1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"On the th of January, a Vessel without Colours brought thither several of his Confidents and Domesticks, together with  Foreign Officers, a great many Chests fill'd with Arms, both mounted and unmounted, and  Tons of Powder, Lead, Iron, Steel, and other Ammunition.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"They deliver'd Letters from Theodore to the chief Men of the Country, who were so pleased with the Contents, that they order'd Te Deum to be sung, and Bonfires and Illuminations to be made all over the Island About a Week afterwards landed Count Colonna, who is much esteem'd there, and with him  German Officers, and more Ammunition.",1,"['be sung', 'be made']",2,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"It is reported, that he has brought along with him the necessary Orders for making an Attempt upon Bastia: As to the Place of Theodore's Residence at present, it is a Mystery unknown to every Body but the Four Principal Chiess.",1,['is reported'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"The week after Colonna's Arrival, he made an Attack on the Fortress in the Isola, which continued with great Briskness and Obstinacy on both Sides, until at last the Genoese were obliged to surrender at Disercrion.",1,['were obliged'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
The Assailants lost;,1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"tenants and  Soldiers, and only  of the Garrison remain'd alive: The Officer who commanded it, writes to the Marquis de Rivarola at Bastia, that he and his  Men are Prisoners of War, and are treated with great Humanity by the Malecontents;",1,['are treated'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"but that his Lieutenant, a Corsican by Birth, being discover'd to be one of those concern'd in a Conspiracy against the Life of the Baron de Newhoff a little Time after his Arrival in the Island, had but a Quarter of an Hour allow'd him to prepare himself for Death;",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
that his execution had been very cruel;,1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"that they begun it cutting out his Tongue, and chopping off his Hand;",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"that they then fastened him to the Top of a Post, placed in the midst of a heap of Wood built up as for a Bonfire, and that in this manner they burnt him alive.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"The Officer adds, that he and his  men were forced to be present at the Execution;",1,['were forced'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"after which Count Colonna address'd himself to the Officer and his Men in the following Words: 'The Lieutenant is punished with so much Rigour, for having not only been a perjured Traitor to his King, but also a Rebel to his Country.",1,['is punished'],1,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"As to you, we intend to treat you as Prisoners of War, and with the Humanity becoming Christians;",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"we hope your Masters will act the same Way by us if Occasion offers.' From Vienna, That the real End of the Journey which the marquis de Botta has taken to Petersburg, is to represent at the Russian Court, that the Situation of Affairs in Hungry will not permit the Emperor to defer any longer the Conclusion of a Suspension of Arms with the Ottoman Porte: He has it likewise in Commission to acquaint that Court, that upon the strictest Examination in Count Seckendorff's Affair, this Lord has not been guilty of any Capital Crime;",2,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"and that therefore the Imperial Court will be indispensably obliged to set him at Liberty, This seems intirely to agree with what has been before said in his Affair, that the long Confinement of that General was partly the Effect of the ill Will which the Court of Russia bore him.",1,"['will be indispensably obliged', 'has been before said']",2,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"Count Fuenclara, Ambassador from Spain, has receiv'd considerable Remittances from his Court, to defray the Expences of his Journey to Dresden, where he intends to go the Latter End of this Month (Jan.) It's said, that the Value of the Presents that his Excellency is to make to the Princes Royal, in the Name of their Catholick Majesties and of the King of the Two Sieilies, amounts to more than , Florins.",2,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"After this Ambassador shall have conducted the Royal Spouse of the Kingdom of Naples, he will return hither, (Vienna) and continue to exercise the Functions of his Employment.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"The Grand Duck of Tuscan is actually invested with the Patent of CaptionLieutenant General of the Imperial Armies, and News that the Court of Russia has accepted the Mediation of France, Jointly with the Two Maritime Powers, to negociate a Peace with the Ottoman Porte, has been receive'd here with great Joy: However, nothing is neglected to put the Army in a Condition to act with Vigour, and early to open the Campaign.",1,"['is actually invested', 'is neglected']",2,1,1.0,1,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
The new Levies have all the Success that can be wish'd;,1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
and great Numbers of Recruits pass every Day in their way to the Army in Hungry.,1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
The Equipage.,1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"of the Grand Duke is preparing with all Expedition, The Court has taken all necessary Measures to enable itself to defray the Expences of another Campaign;",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
"for, besides the Sums negociated in Foreign Countries, the Emperor will draw several Millions of Florins from the Revenue of the Clergy in his Hereditary Dominions, The Heads of several rich Abbeys and Convents, have, from a Zeal for Religion, and Fidelity and Affection to his Imperial Majesty, promis'd to contribute to the utmost of their Power, to put him in a Situation effectually to act against the Enemy of Christianity.",1,[],0,0,0.0,0,41,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1738_05_12_row_41.txt,1738_05_12
